name,upperLength,clothesStyles,hairStyles,lowerLength,lowerStyles,shoesStyles,towards,upperBlack,upperBrown,upperBlue,upperGreen,upperGray,upperOrange,upperPink,upperPurple,upperRed,upperWhite,upperYellow,lowerBlack,lowerBrown,lowerBlue,lowerGreen,lowerGray,lowerOrange,lowerPink,lowerPurple,lowerRed,lowerWhite,lowerYellow
img_qh_test2A_00013001872.jpg,LongSleeve,multicolour,Long,Skirt,Solidcolor,Sandals,front,,,,,,,,,,,1,1,,,,,,,,,,
img_qh_test2A_00014000701.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00015006087.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00016004469.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00017001138.jpg,LongSleeve,multicolour,Long,Skirt,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00018002502.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00019006812.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,,,1,,,,,,
img_qh_test2A_00020008254.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,1,,,,,,,,,,
img_qh_test2A_00021001689.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00022006634.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,1,,,,,,,,,,
img_qh_test2A_00023003545.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,1,,,,,1,,,,,,,,,,
img_qh_test2A_00024004187.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,1,,,,,,,1,,,,,,,,,,
img_qh_test2A_00025005087.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,1,,,,,,,,,,
img_qh_test2A_00026000461.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00027004801.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00028004119.jpg,ShortSleeve,Solidcolor,Long,Skirt,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,,,,,,,1,,
img_qh_test2A_00029003437.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00030008544.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,right,,,1,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00031006080.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00032006635.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,LeatherShoes,left,,,,,,,,,1,,,,,,,1,,,,,,
img_qh_test2A_00033005632.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00034008482.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00035002121.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00036008191.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00037005250.jpg,ShortSleeve,lattice,Long,Trousers,Solidcolor,Sneaker,back,,,,,1,,,,,,,,,1,,,,,,,,
img_qh_test2A_00038006822.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,1,,,,,,,,,,,
img_qh_test2A_00039002962.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,1,,,,,,,1,,,,,,,,,,
img_qh_test2A_00040005960.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00041006337.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00042003898.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00043000567.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00044001409.jpg,LongSleeve,Solidcolor,middle,Trousers,lattice,Sneaker,front,,,,,,,,,,1,,,,,,,,,,,,
img_qh_test2A_00045009055.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00046008571.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00047001015.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00048002119.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,,,,,,,,,
img_qh_test2A_00049004415.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,,,,,,,,,
img_qh_test2A_00050005666.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,,,,,,,,,
img_qh_test2A_00051000649.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00052001587.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00053009055.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,LeatherShoes,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00054009535.jpg,LongSleeve,multicolour,middle,Trousers,Solidcolor,LeatherShoes,left,,,,,,,,,,,,,,,,,,,,,1,
img_qh_test2A_00055008497.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00056005309.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00057009804.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00058005121.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00059007954.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00060000364.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,1,1,,,,,,,,,,
img_qh_test2A_00061000278.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00062007930.jpg,ShortSleeve,Solidcolor,Long,Skirt,Solidcolor,LeatherShoes,left,,,1,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00063003325.jpg,LongSleeve,multicolour,Long,Skirt,multicolour,Sneaker,right,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00064006263.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00065004198.jpg,LongSleeve,multicolour,Short,Trousers,multicolour,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00066009294.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00067004866.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,left,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00068006199.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00069004197.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00070003058.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00071001838.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00072002686.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00073000369.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,,,,,1,,,,,1,
img_qh_test2A_00074007452.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00075004374.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,,,,,,,,,
img_qh_test2A_00076007775.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00077002509.jpg,LongSleeve,multicolour,Long,Trousers,multicolour,Sneaker,front,,,,,,,,,,1,,,,,,,,,,,,
img_qh_test2A_00078007412.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00079003433.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,1,,,,,,,,,,,1,,,,,,
img_qh_test2A_00080008996.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00081006234.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00082000168.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00083006459.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,,,1,,,,,,
img_qh_test2A_00084007731.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,1,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00085004373.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00086005844.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00087007043.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00088002463.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,1,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00089002765.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,1,,,,,,,,,1,,,,,,
img_qh_test2A_00090000405.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00091008779.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,1,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00092005684.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00093001244.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00094002992.jpg,LongSleeve,Solidcolor,Long,Skirt,Solidcolor,Sandals,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00095000504.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00096008695.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00097008438.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00098003219.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,left,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00099008653.jpg,ShortSleeve,lattice,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00100009746.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00101005055.jpg,LongSleeve,Solidcolor,Short,Trousers,multicolour,Sneaker,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00102005660.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,1,,,,,1,,,,,,,,,,
img_qh_test2A_00103008505.jpg,ShortSleeve,Solidcolor,Long,Skirt,lattice,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00104002078.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00105007912.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,1,,,,,,,1,,,,,,,,
img_qh_test2A_00106001407.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00107006836.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00108009860.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,LeatherShoes,front,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00109009525.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00110004234.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00111005498.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00112005762.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,1,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00113000317.jpg,ShortSleeve,Solidcolor,Long,Skirt,lattice,Sneaker,left,,,,,,,1,,,,,,,,,,,,,,,
img_qh_test2A_00114003422.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00115008388.jpg,LongSleeve,Solidcolor,Long,Trousers,lattice,Sneaker,back,,,,,,,1,,,,,,,,,,,,,,1,
img_qh_test2A_00116000756.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00117001927.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00118007655.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00119002176.jpg,ShortSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00120009766.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sandals,front,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00121009318.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00122000957.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,,,1,,,,,,
img_qh_test2A_00123004547.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00124001931.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,1,,,,,,,1,,,,,,,,,,
img_qh_test2A_00125008369.jpg,LongSleeve,Solidcolor,Long,Skirt,Solidcolor,Sandals,left,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00126005625.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00127001890.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00128009704.jpg,ShortSleeve,multicolour,middle,Trousers,multicolour,Sneaker,front,1,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00129003152.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00130007877.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00131001284.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00132006577.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00133009944.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00134000584.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00135007333.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00136001616.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00137005846.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00138008241.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00139006359.jpg,LongSleeve,Solidcolor,Short,Trousers,multicolour,Sneaker,left,1,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00140006819.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00141000860.jpg,LongSleeve,multicolour,Short,Skirt,Solidcolor,Sneaker,front,,,1,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00142000767.jpg,LongSleeve,lattice,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00143005393.jpg,LongSleeve,multicolour,Short,Skirt,Solidcolor,LeatherShoes,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00144005623.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00145004582.jpg,ShortSleeve,multicolour,Long,Skirt,multicolour,Sandals,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00146002289.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00147001519.jpg,LongSleeve,multicolour,Long,Skirt,Solidcolor,Sneaker,front,,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00148009252.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sandals,front,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00149002548.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00150006306.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00151006506.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00152005245.jpg,LongSleeve,multicolour,Short,Trousers,multicolour,Sneaker,back,,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00153006119.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00154002818.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00155009361.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00156008120.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00157001283.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,,,,,,,,,,,1,
img_qh_test2A_00158004743.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,1,,,,,,,,,,,,,,,1,
img_qh_test2A_00159002081.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00160007098.jpg,ShortSleeve,Solidcolor,Long,Skirt,Solidcolor,Sneaker,front,,,,,,,,,1,,,,,,,,,,,1,,
img_qh_test2A_00161009668.jpg,LongSleeve,multicolour,Short,Skirt,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00162005245.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00163004586.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00164006278.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00165003061.jpg,LongSleeve,Solidcolor,middle,Skirt,Solidcolor,LeatherShoes,right,,,,,,,,1,,,,,,,,,,,,,,
img_qh_test2A_00166006000.jpg,LongSleeve,Solidcolor,Long,Skirt,multicolour,Sneaker,back,1,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00167000010.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00168007291.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00169009378.jpg,LongSleeve,multicolour,Short,Shorts,Solidcolor,Sneaker,left,,,,,,,,,1,,,1,,,,,,,,,,
img_qh_test2A_00170000132.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00171002872.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00172002063.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00173000504.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,,,,,1,,,,,,
img_qh_test2A_00174009414.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
